,Name,Gender,Time,Text
856,Speaker 1,F,01:24:57,technology coffee shop day spend awful coffee shop app working counter point app working app app work love talk working older hair grey immediately assumed app working
857,Speaker 3,F,01:25:39,hazel young
858,Speaker 1,F,01:25:43,
859,Speaker 3,F,01:25:43,past
860,Speaker 1,F,01:25:45,bad day laugh
861,Speaker 1,F,01:25:49,condescending raising voice speaking
862,Speaker 1,F,01:26:05,found upsetting reminded people people assumption end missing treated people made judgement decided person capable offer opportunity
863,Speaker 3,F,01:26:35,bus younger person sit idon sit stand laugh
864,Speaker 4,F,01:26:46,eldery person give seat people sat lady man move
865,Speaker 1,F,01:27:07,medium negative attacked street run marathon age 50 run marathon mugged pa 50 deal 73 mugged amazing man 81 run marathon culture
866,Speaker 3,F,01:27:35,mugged nice
867,Speaker 1,F,01:27:36,imagine people perception thinking people age
868,Speaker 3,F,01:27:46,give confidence
869,Speaker 1,F,01:27:48,make start thinking supported environment safe
870,Speaker 1,F,01:28:01,frightening
871,Speaker 4,F,01:28:24,plymouth community home brilliant fault people mentioning hazel talking good
872,Speaker 3,F,01:28:52,person person learn people person family
873,Speaker 4,F,01:29:08,move booklet do t waht helpful reckon lady told moved told property told pay payment understand lady told
874,Speaker 4,F,01:29:45,sit cold
875,Speaker 5,M,01:29:48,missed told remember
876,Speaker 3,F,01:29:57,place frightened suppose worried people
877,Speaker 1,F,01:30:05,sit cold
878,Speaker 3,F,01:30:07,thought cover wanted
879,Speaker 3,F,01:30:12,blood blood low
880,Speaker 4,F,01:30:17,people heating understand heating
881,Speaker 3,F,01:30:21,thought pay extra top
882,Speaker 4,F,01:30:25,
883,Speaker 3,F,01:30:26,told heating included told thought pay extra top place warm
884,Speaker 5,M,01:30:38,thinking social group club holding people back kind fact make friend laugh generally good good people encouraged
885,Speaker 1,F,01:31:01,people encouraged mix age intergenerational stuff patronising young people basket food
886,Speaker 3,F,01:31:16,love mixing elderly
887,Speaker 1,F,01:31:19,lunch club start age reinforces kind
888,Speaker 5,M,01:31:36,creating family suppose
889,Speaker 1,F,01:31:38,absolutely
890,Speaker 3,F,01:31:39,lucky generation 60 20 year ago age talking sixty older people weird scrapping 60 year back lucky infrastructure free national health sort lucky living longer past care home day
891,Speaker 4,F,01:32:18,past plastic pollution plastic bag young paper bag
892,Speaker 4,F,01:32:32,grease proof paper wrap ham brown paper bag stuff stop generation
893,Speaker 1,F,01:32:57,physical barrier plastic packaging fruit day pull
894,Speaker 3,F,01:33:01,arthritis hand
895,Speaker 1,F,01:33:09,pretty funny back paper bag
896,Speaker 5,M,01:33:12,tv big social friend people
897,Speaker 4,F,01:33:17,wouldn live telly
898,Speaker 1,F,01:33:20,tv regular channel netflix prime
899,Speaker 5,M,01:33:27,people access guess friend corner coming
900,Speaker 4,F,01:33:32,noise taking noise background talking
901,Speaker 1,F,01:33:38,time watching news background
902,Speaker 5,M,01:33:46,gogglebox
903,Speaker 1,F,01:33:48,funny
904,Speaker 5,M,01:33:49,watch feel chat friend kind social contact weird
905,Speaker 3,F,01:34:13,staff staff contact
906,Speaker 4,F,01:34:18,child
907,Speaker 3,F,01:34:22,child plymouth london
908,Speaker 4,F,01:34:25,daughter daughter granddaughter daughter granddaughter
909,Speaker 1,F,01:34:39,rob
910,Speaker 3,F,01:34:42,
911,Speaker 1,F,01:34:44,ring christine
912,Speaker 3,F,01:34:48,eye simply knock door
913,Speaker 4,F,01:34:58,people make friend neighbour live friend 70
914,Speaker 3,F,01:35:12,rely younger generation older
915,Speaker 4,F,01:35:20,child
916,Speaker 1,F,01:35:23,people enjoyed zoom message call video call
917,Speaker 4,F,01:35:28,
918,Speaker 5,M,01:35:30,prefer face face
919,Speaker 3,F,01:35:31,group lovely
920,Speaker 1,F,01:35:33,prefer face face generally find technology aggravating
921,Speaker 3,F,01:35:41,find rude
922,Speaker 5,M,01:35:43,interaction fluid
923,Speaker 3,F,01:35:49,tablet screen
924,Speaker 5,M,01:35:56,mind
925,Speaker 1,F,01:35:58,found loved lockdown online access aladdin cave online people teaching thing giving content involved
926,Speaker 5,M,01:36:25,facebook
927,Speaker 1,F,01:36:28,wouldn
928,Speaker 5,M,01:36:29,bit phobic technology
929,Speaker 1,F,01:36:32,dance class people australia week ballet class royal ballet school weekly lesson lady london start taking weekly lesson guy washington
930,Speaker 5,M,01:36:49,topic
931,Speaker 1,F,01:36:53,ballet class washington
932,Speaker 5,M,01:36:57,bar
933,Speaker 1,F,01:36:57,bar bar mirror mirror
934,Speaker 1,F,01:37:13,social group group dancer germany flood couple week ago koblenz kind check lady give bit support encouraging
935,Speaker 3,F,01:37:29,older eyesight good cataract order good hear people talk
936,Speaker 1,F,01:37:44,medicine advancing technologically wise time cataract afternoon cataract pop
937,Speaker 4,F,01:37:59,
938,Speaker 1,F,01:37:59,
939,Speaker 3,F,01:38:03,hope mum macular degeneration ll cataract deep
940,Speaker 1,F,01:38:20,hoping steve austin million dollar man replaced
941,Speaker 3,F,01:38:38,cataract close black cataract week ago colour fuzzy
942,Speaker 1,F,01:38:52,bit worry national health service older scary health service ve ve benefited
943,Speaker 3,F,01:39:13,sister carer sunderland northeast live speak time speak day home daughter spend half time daughter carer mother
944,Speaker 1,F,01:39:47,mentioned earlier dementia dementia lost social connection mentally
945,Speaker 4,F,01:40:06,memory good rely online banking online trouble
946,Speaker 4,F,01:40:36,family
947,Speaker 5,M,01:40:39,family support
948,Speaker 4,F,01:40:39,church family called family
949,Speaker 1,F,01:40:45,firends family guess family widest sense
950,Speaker 4,F,01:40:49,choose friend friend family
951,Speaker 1,F,01:40:54,people close
952,Speaker 5,M,01:40:55,social connection
953,Speaker 5,M,01:41:07,technology tv social medium big
954,Speaker 5,M,01:41:17,people watch ton tv
955,Speaker 4,F,01:41:21,laugh watching
956,Speaker 4,F,01:41:41,find fabulous quiz sort thing working physical aspect
957,Speaker 1,F,01:41:56,earlier sense house sound description feel lonely television radio background notice silence noticeit
958,Speaker 3,F,01:42:10,talking mother quiz watch chase tipping point answer question mind active hear
959,Speaker 1,F,01:42:39,talk kind mental stimulation important
960,Speaker 5,M,01:42:56,mental health term physically worse feel bad head feel meeting people
961,Speaker 3,F,01:43:09,depressing
962,Speaker 5,M,01:43:15,bothered church feeling
963,Speaker 4,F,01:43:20,depression
964,Speaker 4,F,01:43:24,people church found
965,Speaker 5,M,01:43:26,drug
966,Speaker 3,F,01:43:39,facilitator
967,Speaker 3,F,01:45:08,older lose confidence
