,Text,Happy,Angry,Surprise,Sad,Fear
410,"Hmm. I don't know, the interaction isn't as fluid. Yeah, no.",0.0,0.0,0.0,1.0,0.0
411,"I just got a little while. My tablet like that, this little screen.",0.0,0.0,0.0,0.0,0.0
412,I don't mind it.,0.0,1.0,0.0,0.0,0.0
413,"Because I found I actually really loved the first lockdown because there was so much online that I would never, ever have been able to access before. It was just like Aladdin's cave for me. Just being able to to go online and people were teaching things, giving away, you know, content with so much going on that you could get involved.",0.08,0.08,0.38,0.08,0.38
414,"Well, I got some Facebook. I've never would have otherwise.",0.0,0.0,0.0,0.0,1.0
415,"No, no, you wouldn't.",0.0,0.0,0.0,0.0,1.0
416,"Because I'm a bit phobic of technology,",0.0,0.0,0.0,0.0,1.0
417,"I did dance classes with people in Australia. Last week, I did a ballet class at the Royal Ballet School. You know, I never, ever. I take weekly lessons with a lady in London, and I'm just about to start taking weekly lessons with the guy in Washington.",0.0,0.0,0.8,0.0,0.2
418,What's the topic?,0.0,0.0,0.0,0.0,0.0
419,"Ballet classes in Washington, D.C.",0.0,0.0,1.0,0.0,0.0
420,Have you got a bar?,0.0,0.0,0.0,0.0,0.0
421,"Yes, I have got a bar. Yeah, yeah, I've got a bar. But no, I don't have a mirror. I don't want a mirror.",0.0,0.33,0.0,0.67,0.0
422,"But we also we've got a social group with a group of dancers in Germany where they have the floods. Oh yeah, a couple of weeks ago in Koblenz. And so, you know, we were able to kind of check that those ladies were OK and give them a bit of support and encouraging them.",0.2,0.0,0.4,0.0,0.4
423,"Yeah. But when you get when you get older as well, your eyesight is not so good you could have cataracts or whatever. This order is going to be not good. So we need to hear people. Don't you to talk?",0.25,0.0,0.0,0.25,0.5
424,"But hopefully, medicine is advancing as much technologically wise as as everything else. Hopefully, by the time we have cataracts, it will be this afternoon having cataracts done and off you pop.",0.0,0.0,0.0,0.33,0.67
425,Hopefully.,0.0,0.0,0.0,0.0,0.0
426,I will ever hopefully.,0.0,0.0,1.0,0.0,0.0
427,"Well, I hope I won't get what my mum's got, macular degeneration. She'll never be able to see again. No, she can see. But she had a cataracts off. That was really the won't take them off until they're deep. Yeah.",0.0,0.0,0.33,0.17,0.5
428,"So I'm hoping to be like Steve Austin, the six Million Dollar Man. I'll just have them replaced.",0.0,0.0,0.0,0.0,1.0
429,"She had a cataract off, and she can see close. Everything was black before she got this cataract  gone, off a few weeks ago, and she can see colours now. So I think she's it's still like fuzzy.",0.14,0.14,0.14,0.14,0.43
430,"That is a little bit of a worry. You know, will the National Health Service still be here? Yeah. Well, we're older, you know? You know, that's a that's a scary thing because I've I've only known the health service, you know, and I've, I've, you know, benefited.",0.2,0.0,0.2,0.2,0.4
431,"My my sister's a carer, but she's up in Sunderland up in the Northeast. And obviously, I live here now, so I don't take her. But I speak to her most of the time and I speak to her every day. If I'm home but if I'm at my daughters, which is a lot. I spend half of my time at my daughter. But yeah, yeah, no, I'm not a carer. Yeah, it's like being a mother again.",0.2,0.0,0.0,0.4,0.4
432,"Yeah. You mentioned something earlier about dementia. Yeah. And saying that, you know, if you've got dementia again, all of this is going to go is going to go is going to go, you've lost. Yeah. That's what all of your social connections, because unfortunately, you know, mentally, you're not able to ...",0.0,0.0,0.1,0.3,0.6
433,"your memory is not that good either. So you could have to rely on somebody that's just said to be able to go online for banking and everything else. And if we can't go online, then we're in trouble, you know?",0.2,0.0,0.2,0.4,0.2
434,"Yes, family.",0.0,0.0,0.5,0.5,0.0
435,"Family is a support, yeah",0.0,0.0,1.0,0.0,0.0
436,"Yeah, well, I've got my church family. So they would be called family.",0.0,0.0,0.75,0.0,0.25
437,"Yes, firends, family. so I guess family in the widest sense. Yes.",0.0,0.0,0.6,0.4,0.0
438,"Yes, because you can choose your friends. Yes, yes. Friends can become family.",0.33,0.0,0.17,0.5,0.0
439,People you are most close to,1.0,0.0,0.0,0.0,0.0
440,Social Connections.,0.0,0.0,0.0,0.0,1.0
441,"Yeah, OK. I think technology, TV and social media are the big one.",0.0,0.0,0.5,0.0,0.5
442,because we I think people watch tons of TV.,0.0,0.0,1.0,0.0,0.0
443,"Yeah, I do. Laughs watching too much..",0.0,0.0,1.0,0.0,0.0
444,"Yeah, I find it fabulous. There is  these quizzes and all that sort of things, and it keeps working on. Yeah. And everything else. I think that's the physical aspect of it.",0.2,0.0,0.4,0.2,0.2
445,"But like you said earlier, I think there's that sense of if you're in the house with no sound of any description or you feel lonely. Yeah, even if you've got the television on the radio or something, on the background, you don't notice the silence. You don't noticeit by yourself.",0.0,0.0,0.5,0.17,0.33
446,"And I keep talking about my mother, for she likes to how, even though she can't see it, she likes to have the quizzes on. Yeah, you know, she watches the chase. Yeah. And what's the one before that, Tipping point? Yeah. And then so she can answer the questions yes, it keeps up the mind active. Even though she can't see it, she can hear it.",0.0,0.0,0.38,0.5,0.12
447,"So we didn't really talk much about that kind of mental stimulation, did we? That is really important.",0.5,0.0,0.5,0.0,0.0
448,"What about mental health in terms of if you're going physically going worse, you feel bad in your head. Yes. And then you don't feel like going out to meeting people.",0.0,0.0,0.0,0.5,0.5
449,"Yeah, because that could be depressing. When you can't get up and do things for yourself, like you used to",0.0,0.0,0.33,0.67,0.0
450,When we can't be bothered to go to the church. You know what you're feeling?,0.0,0.0,1.0,0.0,0.0
451,depression.,0.0,0.0,0.0,0.0,0.0
452,If the people at church found out where I am.,0.0,0.0,1.0,0.0,0.0
453,Drugs.,0.0,0.0,0.0,0.0,0.0
454,Facilitator.,0.0,0.0,0.0,0.0,0.0
455,"I think the other one, I think as you get older, you lose your confidence.",0.0,0.0,0.5,0.25,0.25
